"Package","Version","Assembly","DotNetFramework"
"DevExpress.ExpressApp.Notifications.Web.ja","18.2.8.0","DevExpress.ExpressApp.Notifications.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.Win","18.2.8.0","DevExpress.ExpressApp.Notifications.Win.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.Web.ru","18.2.8.0","DevExpress.ExpressApp.Notifications.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Objects","18.2.8.0","DevExpress.ExpressApp.Objects.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Objects.de","18.2.8.0","DevExpress.ExpressApp.Objects.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Objects.ja","18.2.8.0","DevExpress.ExpressApp.Objects.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Objects.es","18.2.8.0","DevExpress.ExpressApp.Objects.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Office.Win","18.2.8.0","DevExpress.ExpressApp.Office.Win.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Objects.ru","18.2.8.0","DevExpress.ExpressApp.Objects.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Office.Win.de","18.2.8.0","DevExpress.ExpressApp.Office.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Maps.Mobile.de","18.2.8.0","DevExpress.ExpressApp.Maps.Mobile.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Office.Win.es","18.2.8.0","DevExpress.ExpressApp.Office.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Office.Win.ja","18.2.8.0","DevExpress.ExpressApp.Office.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.de","18.2.8.0","DevExpress.ExpressApp.PivotChart.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart","18.2.8.0","DevExpress.ExpressApp.PivotChart.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Office.Win.ru","18.2.8.0","DevExpress.ExpressApp.Office.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.es","18.2.8.0","DevExpress.ExpressApp.PivotChart.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Web","18.2.8.0","DevExpress.ExpressApp.PivotChart.Web.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.ja","18.2.8.0","DevExpress.ExpressApp.PivotChart.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.ru","18.2.8.0","DevExpress.ExpressApp.PivotChart.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Web.de","18.2.8.0","DevExpress.ExpressApp.PivotChart.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Web.es","18.2.8.0","DevExpress.ExpressApp.PivotChart.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Web.ja","18.2.8.0","DevExpress.ExpressApp.PivotChart.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Win","18.2.8.0","DevExpress.ExpressApp.PivotChart.Win.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Web.ru","18.2.8.0","DevExpress.ExpressApp.PivotChart.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Win.de","18.2.8.0","DevExpress.ExpressApp.PivotChart.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Maps.Mobile.ru","18.2.8.0","DevExpress.ExpressApp.Maps.Mobile.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Win.es","18.2.8.0","DevExpress.ExpressApp.PivotChart.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Win.ja","18.2.8.0","DevExpress.ExpressApp.PivotChart.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotChart.Win.ru","18.2.8.0","DevExpress.ExpressApp.PivotChart.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.PivotGrid","18.2.8.0","DevExpress.ExpressApp.PivotGrid.v18.2.dll",".NETFramework,Version=v4.5.2"
