#TYPE System.Management.Automation.PSCustomObject
"Package","Version","Assembly","Framework"
"DevExpress.ExpressApp.Scheduler.Win","18.2.6","DevExpress.ExpressApp.Scheduler.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.Scheduler.Web.ru","18.2.6","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Workflow.es","18.2.6","DevExpress.ExpressApp.Workflow.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Workflow.de","18.2.6","DevExpress.ExpressApp.Workflow.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Workflow","18.2.6","DevExpress.Workflow.Activities.v18.2.dll","net452"
"DevExpress.ExpressApp.Workflow.Win","18.2.6","DevExpress.ExpressApp.Workflow.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.Workflow.ru","18.2.6","DevExpress.ExpressApp.Workflow.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Workflow.ja","18.2.6","DevExpress.ExpressApp.Workflow.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Win.es","18.2.6","DevExpress.ExpressApp.Win.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Win.de","18.2.6","DevExpress.ExpressApp.Win.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Win","18.2.6","DevExpress.ExpressApp.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.Workflow","18.2.6","DevExpress.ExpressApp.Workflow.v18.2.dll","net452"
"DevExpress.ExpressApp.Win.ru","18.2.6","DevExpress.ExpressApp.Win.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Win.ja","18.2.6","DevExpress.ExpressApp.Win.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Workflow.Win","18.2.6","DevExpress.Workflow.Activities.v18.2.Design.dll","net452"
"DevExpress.Gauges.Core.de","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","de"
"DevExpress.Gauges.Core.de","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","de"
"DevExpress.Gauges.Core","18.2.6","DevExpress.XtraGauges.v18.2.Core.dll","netstandard2.0"
"DevExpress.Gauges.Core.ja","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","ja"
"DevExpress.Gauges.Core.es","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","es"
"DevExpress.Gauges.Core.es","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","es"
"DevExpress.ExpressApp.Workflow.Win.ja","18.2.6","DevExpress.ExpressApp.Workflow.Win.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Workflow.Win.es","18.2.6","DevExpress.ExpressApp.Workflow.Win.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Workflow.Win.de","18.2.6","DevExpress.ExpressApp.Workflow.Win.v18.2.resources.dll","de"
"DevExpress.Gauges.Core","18.2.6","DevExpress.XtraGauges.v18.2.Core.dll","net452"
"DevExpress.ExpressApp.Xpo","18.2.6","DevExpress.ExpressApp.Xpo.v18.2.dll","net452"
"DevExpress.ExpressApp.Workflow.Win.ru","18.2.6","DevExpress.ExpressApp.Workflow.Win.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Validation.ru","18.2.6","DevExpress.ExpressApp.Validation.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Validation.Mobile","18.2.6","DevExpress.ExpressApp.Validation.Mobile.v18.2.dll","net452"
"DevExpress.ExpressApp.Validation.ja","18.2.6","DevExpress.ExpressApp.Validation.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Validation.Win.de","18.2.6","DevExpress.ExpressApp.Validation.Win.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Validation.Win","18.2.6","DevExpress.ExpressApp.Validation.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.Validation.Web","18.2.6","DevExpress.ExpressApp.Validation.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.TreeListEditors.Win","18.2.6","DevExpress.ExpressApp.TreeListEditors.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.TreeListEditors.Web","18.2.6","DevExpress.ExpressApp.TreeListEditors.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.TreeListEditors","18.2.6","DevExpress.ExpressApp.TreeListEditors.v18.2.dll","net452"
"DevExpress.ExpressApp.Validation.es","18.2.6","DevExpress.ExpressApp.Validation.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Validation.de","18.2.6","DevExpress.ExpressApp.Validation.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Validation","18.2.6","DevExpress.ExpressApp.Validation.v18.2.dll","net452"
"DevExpress.ExpressApp.Validation.Win.es","18.2.6","DevExpress.ExpressApp.Validation.Win.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Web.de","18.2.6","DevExpress.ExpressApp.Web.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Web","18.2.6","DevExpress.ExpressApp.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.ViewVariantsModule.ru","18.2.6","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Web.ru","18.2.6","DevExpress.ExpressApp.Web.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Web.ja","18.2.6","DevExpress.ExpressApp.Web.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Web.es","18.2.6","DevExpress.ExpressApp.Web.v18.2.resources.dll","es"
"DevExpress.ExpressApp.ViewVariantsModule","18.2.6","DevExpress.ExpressApp.ViewVariantsModule.v18.2.dll","net452"
"DevExpress.ExpressApp.Validation.Win.ru","18.2.6","DevExpress.ExpressApp.Validation.Win.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Validation.Win.ja","18.2.6","DevExpress.ExpressApp.Validation.Win.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.ViewVariantsModule.ja","18.2.6","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.ViewVariantsModule.es","18.2.6","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources.dll","es"
"DevExpress.ExpressApp.ViewVariantsModule.de","18.2.6","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources.dll","de"
"DevExpress.ExpressApp.ScriptRecorder","18.2.6","DevExpress.ExpressApp.ScriptRecorder.v18.2.dll","net452"
"DevExpress.ExpressApp.Reports.Win","18.2.6","DevExpress.ExpressApp.Reports.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.ScriptRecorder.Web","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Web.v18.2.dll","net452"
"DevExpress.Persistent.BaseImpl","18.2.6","DevExpress.Persistent.BaseImpl.v18.2.dll","net452"
"DevExpress.ExpressApp.ScriptRecorder.Win","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.Reports.Web","18.2.6","DevExpress.ExpressApp.Reports.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.Easytest.WebAdapter","18.2.6","DevExpress.ExpressApp.EasyTest.WebAdapter.v18.2.dll","net452"
"DevExpress.EasyTest","18.2.6","DevExpress.EasyTest.v18.2.dll","net452"
"DevExpress.ExpressApp.EasyTest.WinAdapter","18.2.6","DevExpress.ExpressApp.EasyTest.WinAdapter.v18.2.dll","net452"
"DevExpress.ExpressApp.Reports","18.2.6","DevExpress.ExpressApp.Reports.v18.2.dll","net452"
"DevExpress.ExpressApp.HtmlPropertyEditor.Win","18.2.6","DevExpress.ExpressApp.HtmlPropertyEditor.Win.v18.2.dll","net452"
